股票代码,截止日期,股票名称,行业,上市时间,市盈率-动态,市净率,总市值,流通市值
001979,2015-12-30,招商蛇口,房地产开发,20151230,27.97,0.94,93135612326.0,86916859852.0
000301,2015-04-20,东方盛虹,化学原料,20000529,492.66,2.48,83037052782.0,83003460157.0
000975,2015-04-20,山金国际,贵金属,20000608,25.0,5.68,81996608485.0,74635079983.0
300450,2015-05-18,先导智能,电池,20150518,57.99,7.2,91725414583.0,85455907092.0
000100,2015-04-20,TCL科技,光学光电子,20040130,23.35,1.56,94851932758.0,82520026662.0
000538,2015-04-20,云南白药,中药,19931215,15.83,2.54,100810837070.0,100162867441.0
002555,2015-05-05,三七互娱,游戏,20110302,17.82,4.14,55704144808.0,40261996438.0
000651,2015-04-20,格力电器,家电行业,19961118,7.51,1.55,214925938282.0,211616518722.0
600584,2015-05-21,长电科技,半导体,20030603,64.91,2.93,82545694114.0,82545694114.0
601989,2015-04-20,中国重工,-,20091216,,,,
300308,2015-04-20,中际旭创,通信设备,20120410,62.05,22.36,590003835354.0,587020755942.0
601919,2015-04-20,中远海控,航运港口,20070626,6.07,0.94,219123663292.0,179678441647.0
002180,2015-05-18,纳思达,计算机设备,20071113,-63.65,3.15,30229145903.0,29021936729.0
300498,2015-11-02,温氏股份,农牧饲渔,20151102,14.62,2.38,102470479850.0,91669136497.0
601877,2015-04-20,正泰电器,电网设备,20100121,12.09,1.54,67370177398.0,67370177398.0
600150,2015-04-20,中国船舶,船舶制造,19980520,35.06,1.94,273556333819.0,273556333819.0
000002,2015-04-20,万  科Ａ,房地产开发,19910129,-1.59,0.34,59295626071.0,48290506156.0
